"vendita_sk","cliente_sk","prodotto_sk","data_sk","spedizione_sk","quantita","ordine_id","prezzo_unitario","sconto","ricavi"
88427,3921,19,2041,43524,2,44864,"1143.41","15.00","1943.80"
88428,15470,1,1474,43525,2,44865,"859.64","0.00","1719.28"
88429,15470,34,1474,43525,1,44865,"364.11","0.00","364.11"
88430,3660,30,1991,43526,1,44866,"1484.42","0.00","1484.42"
88431,3660,21,1991,43526,1,44866,"62.01","0.00","62.01"
88432,3660,24,1991,43526,1,44866,"519.26","5.00","493.30"
88433,7085,5,1624,43527,1,44867,"1325.60","15.00","1126.76"
88434,12633,14,1706,43528,2,44868,"1113.24","0.00","2226.48"
88435,12633,23,1706,43528,1,44868,"1284.93","0.00","1284.93"
88436,5005,12,1646,43529,2,44869,"1303.57","0.00","2607.14"
88437,2065,6,1823,43530,1,44870,"1004.53","10.00","904.08"
88438,2065,11,1823,43530,1,44870,"1158.25","0.00","1158.25"
88439,2065,4,1823,43530,1,44870,"855.56","5.00","812.78"
88440,19808,10,1688,43531,1,44871,"853.01","0.00","853.01"
88441,19808,33,1688,43531,1,44871,"73.31","10.00","65.98"
88442,19808,24,1688,43531,1,44871,"519.26","0.00","519.26"
88443,19089,24,1837,43532,1,44872,"519.26","0.00","519.26"
88444,19089,10,1837,43532,2,44872,"853.01","0.00","1706.02"
88445,19089,21,1837,43532,1,44872,"62.01","5.00","58.91"
88446,18185,30,1776,43533,3,44873,"1484.42","0.00","4453.26"
88447,5358,10,1535,43534,1,44874,"853.01","0.00","853.01"
88448,5358,13,1535,43534,1,44874,"1104.74","0.00","1104.74"
88449,5358,26,1535,43534,1,44874,"909.52","0.00","909.52"
88450,5358,7,1535,43534,1,44874,"407.07","0.00","407.07"
88451,108,26,1942,43535,1,44875,"909.52","0.00","909.52"
88452,108,35,1942,43535,1,44875,"1082.98","5.00","1028.83"
88453,108,33,1942,43535,1,44875,"73.31","0.00","73.31"
88454,9541,2,1992,43536,1,44876,"445.08","5.00","422.83"
88455,9541,7,1992,43536,2,44876,"407.07","0.00","814.14"
88456,9541,12,1992,43536,1,44876,"1303.57","15.00","1108.03"
88457,2764,10,2058,43537,2,44877,"853.01","0.00","1706.02"
88458,1360,2,1431,43538,2,44878,"445.08","0.00","890.16"
88459,1360,33,1431,43538,1,44878,"73.31","0.00","73.31"
88460,17703,30,1951,43539,1,44879,"1484.42","10.00","1335.98"
88461,2033,7,1841,43540,1,44880,"407.07","5.00","386.72"
88462,15340,11,2059,43541,1,44881,"1158.25","5.00","1100.34"
88463,317,9,1915,43542,2,44882,"1425.18","10.00","2565.32"
88464,317,16,1915,43542,1,44882,"246.85","10.00","222.17"
88465,317,12,1915,43542,1,44882,"1303.57","0.00","1303.57"
88466,4700,9,1743,43543,1,44883,"1425.18","0.00","1425.18"
88467,4700,10,1743,43543,1,44883,"853.01","20.00","682.41"
88468,4700,15,1743,43543,1,44883,"223.11","5.00","211.95"
88469,6198,32,1950,43544,1,44884,"225.07","10.00","202.56"
88470,873,35,2004,43545,1,44885,"1082.98","0.00","1082.98"
88471,12843,9,2051,43546,1,44886,"1425.18","0.00","1425.18"
88472,12843,12,2051,43546,1,44886,"1303.57","0.00","1303.57"
88473,3892,26,1964,43547,1,44887,"909.52","20.00","727.62"
88474,3892,25,1964,43547,1,44887,"835.67","10.00","752.10"
88475,3892,17,1964,43547,2,44887,"632.68","0.00","1265.36"
88476,3892,5,1964,43547,1,44887,"1325.60","0.00","1325.60"
88477,3892,15,1964,43547,1,44887,"223.11","0.00","223.11"
88478,965,32,1765,43548,1,44888,"225.07","5.00","213.82"
88479,965,18,1765,43548,1,44888,"209.45","0.00","209.45"
88480,19170,21,2119,43549,2,44889,"62.01","0.00","124.02"
88481,14521,8,1612,43550,2,44890,"1163.68","10.00","2094.62"
88482,8803,30,1439,43551,1,44891,"1484.42","0.00","1484.42"
88483,8803,22,1439,43551,1,44891,"70.60","0.00","70.60"
88484,8803,4,1439,43551,1,44891,"855.56","0.00","855.56"
88485,8803,28,1439,43551,1,44891,"528.07","0.00","528.07"
88486,1972,19,1778,43552,1,44892,"1143.41","10.00","1029.07"
88487,3739,29,1771,43553,1,44893,"998.86","0.00","998.86"
88488,3739,11,1771,43553,2,44893,"1158.25","0.00","2316.50"
88489,3739,4,1771,43553,2,44893,"855.56","0.00","1711.12"
88490,6318,28,1902,43554,1,44894,"528.07","0.00","528.07"
88491,6318,20,1902,43554,1,44894,"922.14","10.00","829.93"
88492,7714,8,2004,43555,1,44895,"1163.68","0.00","1163.68"
88493,7714,29,2004,43555,1,44895,"998.86","0.00","998.86"
88494,5041,3,2019,43556,2,44896,"1172.87","0.00","2345.74"
88495,5041,27,2019,43556,1,44896,"1315.30","0.00","1315.30"
88496,6239,10,1584,43557,1,44897,"853.01","0.00","853.01"
88497,9373,8,1797,43558,1,44898,"1163.68","15.00","989.13"
88498,19242,16,1893,43559,1,44899,"246.85","0.00","246.85"
88499,19242,15,1893,43559,1,44899,"223.11","0.00","223.11"
88500,10036,5,1952,43560,3,44900,"1325.60","0.00","3976.80"
88501,10036,33,1952,43560,2,44900,"73.31","0.00","146.62"
88502,269,3,1459,43561,1,44901,"1172.87","0.00","1172.87"
88503,269,24,1459,43561,1,44901,"519.26","15.00","441.37"
88504,10206,14,1940,43562,1,44902,"1113.24","5.00","1057.58"
88505,10075,21,1815,43563,1,44903,"62.01","0.00","62.01"
88506,10075,14,1815,43563,1,44903,"1113.24","0.00","1113.24"
88507,3883,7,1920,43564,1,44904,"407.07","15.00","346.01"
88508,3883,22,1920,43564,1,44904,"70.60","5.00","67.07"
88509,4536,34,2136,43565,2,44905,"364.11","5.00","691.81"
88510,4536,5,2136,43565,1,44905,"1325.60","0.00","1325.60"
88511,12252,26,1856,43566,1,44906,"909.52","0.00","909.52"
88512,1351,33,1645,43567,1,44907,"73.31","10.00","65.98"
88513,1351,35,1645,43567,1,44907,"1082.98","0.00","1082.98"
88514,1351,9,1645,43567,1,44907,"1425.18","5.00","1353.92"
88515,2386,22,1479,43568,1,44908,"70.60","15.00","60.01"
88516,2583,9,1546,43569,1,44909,"1425.18","0.00","1425.18"
88517,2583,30,1546,43569,1,44909,"1484.42","0.00","1484.42"
88518,2583,20,1546,43569,2,44909,"922.14","0.00","1844.28"
88519,2583,35,1546,43569,1,44909,"1082.98","0.00","1082.98"
88520,10860,35,1696,43570,1,44910,"1082.98","10.00","974.68"
88521,10860,32,1696,43570,1,44910,"225.07","0.00","225.07"
88522,593,16,1462,43571,1,44911,"246.85","0.00","246.85"
88523,593,4,1462,43571,1,44911,"855.56","0.00","855.56"
88524,593,22,1462,43571,2,44911,"70.60","0.00","141.20"
88525,18312,13,2017,43572,1,44912,"1104.74","5.00","1049.50"
88526,18312,14,2017,43572,1,44912,"1113.24","0.00","1113.24"
88527,10362,31,1697,43573,2,44913,"110.61","15.00","188.04"
88528,10335,21,1640,43574,1,44914,"62.01","0.00","62.01"
88529,17823,22,1796,43575,2,44915,"70.60","20.00","112.96"
88530,17823,19,1796,43575,1,44915,"1143.41","0.00","1143.41"
88531,17823,28,1796,43575,1,44915,"528.07","5.00","501.67"
88532,17823,14,1796,43575,2,44915,"1113.24","0.00","2226.48"
88533,16727,12,1805,43576,1,44916,"1303.57","5.00","1238.39"
88534,16727,24,1805,43576,1,44916,"519.26","0.00","519.26"
88535,8304,25,1983,43577,1,44917,"835.67","0.00","835.67"
88536,8304,26,1983,43577,1,44917,"909.52","0.00","909.52"
88537,11865,14,2022,43578,1,44918,"1113.24","15.00","946.25"
88538,18285,11,1472,43579,3,44919,"1158.25","0.00","3474.75"
88539,18285,18,1472,43579,1,44919,"209.45","5.00","198.98"
88540,5994,24,1710,43580,1,44920,"519.26","0.00","519.26"
88541,10463,14,1890,43581,1,44921,"1113.24","0.00","1113.24"
88542,19982,25,2039,43582,1,44922,"835.67","5.00","793.89"
88543,19982,12,2039,43582,1,44922,"1303.57","10.00","1173.21"
88544,19982,30,2039,43582,1,44922,"1484.42","0.00","1484.42"
88545,19982,8,2039,43582,1,44922,"1163.68","0.00","1163.68"
88546,11234,21,1582,43583,1,44923,"62.01","0.00","62.01"
88547,6376,10,1525,43584,1,44924,"853.01","0.00","853.01"
88548,6376,16,1525,43584,1,44924,"246.85","0.00","246.85"
88549,6376,3,1525,43584,1,44924,"1172.87","5.00","1114.23"
88550,13892,29,2008,43585,2,44925,"998.86","0.00","1997.72"
88551,9616,3,2021,43586,1,44926,"1172.87","0.00","1172.87"
88552,9616,25,2021,43586,1,44926,"835.67","5.00","793.89"
88553,16601,14,1618,43587,2,44928,"1113.24","5.00","2115.16"
88554,12793,21,1914,43588,1,44929,"62.01","0.00","62.01"
88555,12793,18,1914,43588,1,44929,"209.45","0.00","209.45"
88556,12793,31,1914,43588,2,44929,"110.61","0.00","221.22"
88557,4874,30,1580,43589,1,44930,"1484.42","0.00","1484.42"
88558,4874,1,1580,43589,1,44930,"859.64","0.00","859.64"
88559,1593,29,1559,43590,1,44931,"998.86","5.00","948.92"
88560,1593,33,1559,43590,1,44931,"73.31","15.00","62.31"
88561,1593,35,1559,43590,1,44931,"1082.98","10.00","974.68"
88562,1593,27,1559,43590,1,44931,"1315.30","20.00","1052.24"
88563,11663,28,2130,43591,2,44932,"528.07","0.00","1056.14"
88564,5802,18,1876,43592,1,44933,"209.45","0.00","209.45"
88565,5802,9,1876,43592,3,44933,"1425.18","15.00","3634.21"
88566,17649,6,1504,43593,1,44934,"1004.53","0.00","1004.53"
88567,17649,3,1504,43593,3,44934,"1172.87","0.00","3518.61"
88568,17649,26,1504,43593,1,44934,"909.52","0.00","909.52"
88569,6828,24,2011,43594,1,44935,"519.26","5.00","493.30"
88570,6828,28,2011,43594,1,44935,"528.07","5.00","501.67"
88571,4790,23,1725,43595,1,44936,"1284.93","5.00","1220.68"
88572,4790,27,1725,43595,1,44936,"1315.30","0.00","1315.30"
88573,4790,1,1725,43595,1,44936,"859.64","5.00","816.66"
88574,4790,19,1725,43595,1,44936,"1143.41","5.00","1086.24"
88575,7634,18,1468,43596,1,44937,"209.45","15.00","178.03"
88576,4819,33,2121,43597,1,44938,"73.31","5.00","69.64"
88577,4819,22,2121,43597,1,44938,"70.60","0.00","70.60"
88578,12280,34,1546,43598,1,44939,"364.11","20.00","291.29"
88579,19612,19,1790,43599,3,44941,"1143.41","0.00","3430.23"
88580,19612,30,1790,43599,1,44941,"1484.42","5.00","1410.20"
88581,19612,17,1790,43599,1,44941,"632.68","0.00","632.68"
88582,4545,8,1891,43600,3,44942,"1163.68","5.00","3316.49"
88583,4545,26,1891,43600,1,44942,"909.52","15.00","773.09"
88584,18661,10,1621,43601,1,44943,"853.01","0.00","853.01"
88585,18661,9,1621,43601,1,44943,"1425.18","0.00","1425.18"
88586,665,25,1984,43602,1,44944,"835.67","15.00","710.32"
88587,665,2,1984,43602,1,44944,"445.08","5.00","422.83"
88588,14438,27,2079,43603,2,44945,"1315.30","5.00","2499.07"
88589,1039,3,1823,43604,1,44946,"1172.87","5.00","1114.23"
88590,1039,12,1823,43604,1,44946,"1303.57","0.00","1303.57"
88591,1039,24,1823,43604,1,44946,"519.26","0.00","519.26"
88592,8359,6,1898,43605,1,44947,"1004.53","0.00","1004.53"
88593,8359,27,1898,43605,1,44947,"1315.30","0.00","1315.30"
88594,8359,26,1898,43605,2,44947,"909.52","0.00","1819.04"
88595,9352,29,2098,43606,1,44948,"998.86","5.00","948.92"
88596,9352,8,2098,43606,1,44948,"1163.68","0.00","1163.68"
88597,9352,30,2098,43606,1,44948,"1484.42","0.00","1484.42"
88598,9935,2,1679,43607,1,44949,"445.08","0.00","445.08"
88599,13044,34,1891,43608,1,44950,"364.11","0.00","364.11"
88600,13044,17,1891,43608,2,44950,"632.68","0.00","1265.36"
88601,18384,35,2077,43609,2,44951,"1082.98","0.00","2165.96"
88602,18057,6,1957,43610,1,44952,"1004.53","0.00","1004.53"
88603,18135,17,1725,43611,1,44953,"632.68","15.00","537.78"
88604,18135,35,1725,43611,1,44953,"1082.98","5.00","1028.83"
88605,8873,11,2086,43612,1,44954,"1158.25","20.00","926.60"
88606,891,5,1760,43613,1,44955,"1325.60","20.00","1060.48"
88607,8304,18,2072,43614,1,44956,"209.45","10.00","188.51"
88608,8304,32,2072,43614,1,44956,"225.07","10.00","202.56"
88609,8184,16,2123,43615,1,44957,"246.85","0.00","246.85"
88610,2803,4,1577,43616,1,44958,"855.56","5.00","812.78"
88611,9075,13,2089,43617,1,44959,"1104.74","5.00","1049.50"
88612,9075,24,2089,43617,1,44959,"519.26","0.00","519.26"
88613,9075,20,2089,43617,1,44959,"922.14","0.00","922.14"
88614,9075,9,2089,43617,2,44959,"1425.18","0.00","2850.36"
88615,9075,3,2089,43617,1,44959,"1172.87","0.00","1172.87"
88616,15502,34,2065,43618,1,44960,"364.11","0.00","364.11"
88617,5443,27,2001,43619,1,44961,"1315.30","0.00","1315.30"
88618,5443,25,2001,43619,1,44961,"835.67","0.00","835.67"
88619,17223,5,1631,43620,3,44963,"1325.60","0.00","3976.80"
88620,17223,10,1631,43620,1,44963,"853.01","5.00","810.36"
88621,19386,33,1959,43621,1,44964,"73.31","5.00","69.64"
88622,19386,4,1959,43621,2,44964,"855.56","0.00","1711.12"
88623,4831,22,1944,43622,2,44965,"70.60","5.00","134.14"
88624,4831,14,1944,43622,1,44965,"1113.24","0.00","1113.24"
88625,19142,28,2104,43623,1,44966,"528.07","5.00","501.67"
88626,19142,5,2104,43623,2,44966,"1325.60","0.00","2651.20"
88627,12301,29,2124,43624,1,44967,"998.86","0.00","998.86"
88628,19782,10,1687,43625,2,44968,"853.01","5.00","1620.72"
88629,12531,24,1831,43626,1,44969,"519.26","5.00","493.30"
88630,14326,16,1793,43627,1,44970,"246.85","0.00","246.85"
88631,13641,1,1666,43628,2,44972,"859.64","0.00","1719.28"
88632,13641,32,1666,43628,3,44972,"225.07","0.00","675.21"
88633,13641,14,1666,43628,1,44972,"1113.24","0.00","1113.24"
88634,13641,30,1666,43628,1,44972,"1484.42","0.00","1484.42"
88635,5656,16,1533,43629,1,44973,"246.85","0.00","246.85"
88636,5656,33,1533,43629,1,44973,"73.31","5.00","69.64"
88637,5656,10,1533,43629,1,44973,"853.01","5.00","810.36"
88638,18418,4,1552,43630,1,44974,"855.56","10.00","770.00"
88639,3052,22,1468,43631,1,44975,"70.60","5.00","67.07"
88640,3052,31,1468,43631,2,44975,"110.61","0.00","221.22"
88641,2222,24,1780,43632,1,44976,"519.26","0.00","519.26"
88642,2222,35,1780,43632,1,44976,"1082.98","0.00","1082.98"
88643,2222,18,1780,43632,1,44976,"209.45","5.00","198.98"
88644,6987,10,1642,43633,1,44977,"853.01","0.00","853.01"
88645,6987,27,1642,43633,1,44977,"1315.30","10.00","1183.77"
88646,13600,18,1441,43634,2,44978,"209.45","5.00","397.96"
88647,13600,11,1441,43634,2,44978,"1158.25","5.00","2200.68"
88648,14594,28,1426,43635,1,44979,"528.07","0.00","528.07"
88649,18144,5,1519,43636,1,44980,"1325.60","0.00","1325.60"
88650,10812,31,1721,43637,1,44981,"110.61","0.00","110.61"
88651,10812,29,1721,43637,1,44981,"998.86","0.00","998.86"
88652,10812,8,1721,43637,1,44981,"1163.68","0.00","1163.68"
88653,14595,13,1977,43638,1,44982,"1104.74","0.00","1104.74"
88654,14595,4,1977,43638,2,44982,"855.56","0.00","1711.12"
88655,5880,13,1448,43639,1,44983,"1104.74","0.00","1104.74"
88656,5880,15,1448,43639,1,44983,"223.11","0.00","223.11"
88657,5880,26,1448,43639,1,44983,"909.52","0.00","909.52"
88658,7720,28,1764,43640,1,44984,"528.07","15.00","448.86"
88659,7720,16,1764,43640,1,44984,"246.85","10.00","222.17"
88660,7720,12,1764,43640,1,44984,"1303.57","10.00","1173.21"
88661,14961,14,1746,43641,1,44985,"1113.24","15.00","946.25"
88662,14961,34,1746,43641,1,44985,"364.11","15.00","309.49"
88663,13553,8,1432,43642,1,44986,"1163.68","0.00","1163.68"
88664,13553,26,1432,43642,1,44986,"909.52","0.00","909.52"
88665,9437,32,1923,43643,3,44987,"225.07","15.00","573.93"
88666,9437,1,1923,43643,1,44987,"859.64","15.00","730.69"
88667,13123,1,1654,43644,2,44988,"859.64","20.00","1375.42"
88668,144,18,2067,43645,1,44989,"209.45","0.00","209.45"
88669,144,35,2067,43645,1,44989,"1082.98","10.00","974.68"
88670,16223,34,2086,43646,1,44990,"364.11","0.00","364.11"
88671,16223,19,2086,43646,1,44990,"1143.41","15.00","971.90"
88672,7526,22,1841,43647,1,44991,"70.60","5.00","67.07"
88673,7526,32,1841,43647,1,44991,"225.07","15.00","191.31"
88674,121,25,1674,43648,1,44992,"835.67","20.00","668.54"
88675,12980,13,1776,43649,2,44993,"1104.74","0.00","2209.48"
88676,12980,15,1776,43649,1,44993,"223.11","0.00","223.11"
88677,4248,13,1834,43650,1,44994,"1104.74","0.00","1104.74"
88678,4248,15,1834,43650,1,44994,"223.11","0.00","223.11"
88679,4248,10,1834,43650,1,44994,"853.01","0.00","853.01"
88680,1659,22,1507,43651,1,44995,"70.60","5.00","67.07"
88681,6714,20,2100,43652,2,44996,"922.14","5.00","1752.07"
88682,1217,5,1831,43653,1,44997,"1325.60","0.00","1325.60"
88683,1217,18,1831,43653,2,44997,"209.45","0.00","418.90"
88684,1217,29,1831,43653,1,44997,"998.86","0.00","998.86"
88685,14689,1,1930,43654,1,44998,"859.64","0.00","859.64"
88686,8166,9,1831,43655,1,44999,"1425.18","0.00","1425.18"
88687,8166,21,1831,43655,1,44999,"62.01","0.00","62.01"
88688,1382,33,1707,43656,2,45000,"73.31","0.00","146.62"
88689,16428,9,1511,43657,1,45001,"1425.18","0.00","1425.18"
88690,16428,18,1511,43657,2,45001,"209.45","10.00","377.01"
88691,16428,20,1511,43657,1,45001,"922.14","15.00","783.82"
88692,16428,13,1511,43657,1,45001,"1104.74","0.00","1104.74"
88693,1586,32,1736,43658,1,45002,"225.07","0.00","225.07"
88694,1586,27,1736,43658,1,45002,"1315.30","0.00","1315.30"
88695,9611,18,2144,43659,1,45003,"209.45","5.00","198.98"
88696,10501,19,1766,43660,2,45004,"1143.41","10.00","2058.14"
88697,1080,28,1835,43661,3,45005,"528.07","10.00","1425.79"
88698,1080,22,1835,43661,3,45005,"70.60","0.00","211.80"
88699,18069,7,1630,43662,1,45006,"407.07","0.00","407.07"
88700,11526,8,1754,43663,1,45007,"1163.68","0.00","1163.68"
88701,11526,9,1754,43663,1,45007,"1425.18","0.00","1425.18"
88702,11526,4,1754,43663,2,45007,"855.56","5.00","1625.56"
88703,14000,17,1890,43664,2,45008,"632.68","10.00","1138.82"
88704,14848,2,2106,43665,1,45009,"445.08","0.00","445.08"
88705,5043,18,1996,43666,1,45010,"209.45","0.00","209.45"
88706,1848,7,1683,43667,2,45011,"407.07","0.00","814.14"
88707,1848,28,1683,43667,3,45011,"528.07","0.00","1584.21"
88708,10422,13,1917,43668,1,45013,"1104.74","15.00","939.03"
88709,10422,11,1917,43668,2,45013,"1158.25","0.00","2316.50"
88710,18359,21,1945,43669,1,45014,"62.01","5.00","58.91"
88711,18359,4,1945,43669,1,45014,"855.56","5.00","812.78"
88712,18359,3,1945,43669,2,45014,"1172.87","0.00","2345.74"
88713,7101,23,2083,43670,1,45015,"1284.93","10.00","1156.44"
88714,7101,16,2083,43670,1,45015,"246.85","10.00","222.17"
88715,10914,1,1808,43671,1,45016,"859.64","10.00","773.68"
88716,1698,7,1879,43672,1,45017,"407.07","0.00","407.07"
88717,8591,21,1993,43673,1,45018,"62.01","0.00","62.01"
88718,1964,16,1959,43674,1,45019,"246.85","0.00","246.85"
88719,1964,28,1959,43674,1,45019,"528.07","0.00","528.07"
88720,1964,11,1959,43674,2,45019,"1158.25","0.00","2316.50"
88721,1964,25,1959,43674,3,45019,"835.67","0.00","2507.01"
88722,1964,9,1959,43674,1,45019,"1425.18","0.00","1425.18"
88723,70,14,1689,43675,2,45020,"1113.24","0.00","2226.48"
88724,18794,2,1653,43676,3,45021,"445.08","5.00","1268.48"
88725,3787,33,1617,43677,1,45022,"73.31","0.00","73.31"
88726,7785,34,1601,43678,1,45023,"364.11","0.00","364.11"
88727,7785,5,1601,43678,1,45023,"1325.60","0.00","1325.60"
88728,4511,14,1519,43679,1,45024,"1113.24","0.00","1113.24"
88729,4511,18,1519,43679,1,45024,"209.45","0.00","209.45"
88730,4511,9,1519,43679,1,45024,"1425.18","0.00","1425.18"
88731,16150,14,1474,43680,1,45025,"1113.24","10.00","1001.92"
88732,16150,12,1474,43680,1,45025,"1303.57","0.00","1303.57"
88733,16150,1,1474,43680,1,45025,"859.64","0.00","859.64"
88734,15420,21,2066,43681,1,45026,"62.01","0.00","62.01"
88735,15420,12,2066,43681,1,45026,"1303.57","0.00","1303.57"
88736,15420,6,2066,43681,2,45026,"1004.53","0.00","2009.06"
88737,855,35,1720,43682,2,45027,"1082.98","0.00","2165.96"
88738,2745,5,1729,43683,2,45028,"1325.60","0.00","2651.20"
88739,2745,34,1729,43683,1,45028,"364.11","0.00","364.11"
88740,12732,20,1570,43684,1,45029,"922.14","5.00","876.03"
88741,8914,15,1645,43685,1,45030,"223.11","0.00","223.11"
88742,11385,25,2054,43686,2,45031,"835.67","15.00","1420.64"
88743,11385,26,2054,43686,1,45031,"909.52","0.00","909.52"
88744,11385,16,2054,43686,2,45031,"246.85","0.00","493.70"
88745,11385,5,2054,43686,1,45031,"1325.60","0.00","1325.60"
88746,12673,26,2068,43687,1,45032,"909.52","5.00","864.04"
88747,12673,33,2068,43687,1,45032,"73.31","0.00","73.31"
88748,16924,10,1801,43688,1,45033,"853.01","0.00","853.01"
88749,5163,29,1835,43689,1,45034,"998.86","10.00","898.97"
88750,5163,8,1835,43689,1,45034,"1163.68","0.00","1163.68"
88751,4125,10,2027,43690,1,45035,"853.01","5.00","810.36"
88752,6980,31,1983,43691,1,45036,"110.61","10.00","99.55"
88753,6980,8,1983,43691,1,45036,"1163.68","0.00","1163.68"
88754,3853,15,1589,43692,2,45037,"223.11","0.00","446.22"
88755,3853,6,1589,43692,1,45037,"1004.53","0.00","1004.53"
88756,7058,7,1834,43693,3,45038,"407.07","5.00","1160.15"
88757,7058,13,1834,43693,1,45038,"1104.74","5.00","1049.50"
88758,7058,14,1834,43693,1,45038,"1113.24","0.00","1113.24"
88759,7058,17,1834,43693,1,45038,"632.68","0.00","632.68"
88760,4812,15,1518,43694,1,45039,"223.11","0.00","223.11"
88761,4812,33,1518,43694,1,45039,"73.31","0.00","73.31"
88762,19787,1,1965,43695,1,45040,"859.64","20.00","687.71"
88763,19787,28,1965,43695,1,45040,"528.07","5.00","501.67"
88764,6810,3,1724,43696,1,45041,"1172.87","5.00","1114.23"
88765,17921,18,1524,43697,1,45042,"209.45","10.00","188.51"
88766,17921,4,1524,43697,3,45042,"855.56","0.00","2566.68"
88767,1162,28,2049,43698,1,45043,"528.07","0.00","528.07"
88768,1162,33,2049,43698,1,45043,"73.31","0.00","73.31"
88769,1162,27,2049,43698,1,45043,"1315.30","0.00","1315.30"
88770,1162,9,2049,43698,1,45043,"1425.18","5.00","1353.92"
88771,15884,6,2102,43699,2,45044,"1004.53","0.00","2009.06"
88772,15884,9,2102,43699,3,45044,"1425.18","0.00","4275.54"
88773,15884,19,2102,43699,1,45044,"1143.41","0.00","1143.41"
88774,15884,21,2102,43699,1,45044,"62.01","15.00","52.71"
88775,15884,11,2102,43699,2,45044,"1158.25","5.00","2200.68"
88776,7283,21,1962,43700,1,45045,"62.01","0.00","62.01"
88777,7283,10,1962,43700,1,45045,"853.01","0.00","853.01"
88778,7283,7,1962,43700,1,45045,"407.07","0.00","407.07"
88779,7283,24,1962,43700,1,45045,"519.26","15.00","441.37"
88780,7283,19,1962,43700,1,45045,"1143.41","5.00","1086.24"
88781,7794,4,1461,43701,1,45046,"855.56","15.00","727.23"
88782,7794,30,1461,43701,3,45046,"1484.42","5.00","4230.60"
88783,7794,13,1461,43701,1,45046,"1104.74","10.00","994.27"
88784,7794,7,1461,43701,1,45046,"407.07","5.00","386.72"
88785,7794,27,1461,43701,2,45046,"1315.30","0.00","2630.60"
88786,11677,10,1643,43702,1,45047,"853.01","0.00","853.01"
88787,11677,8,1643,43702,1,45047,"1163.68","20.00","930.94"
88788,11677,30,1643,43702,2,45047,"1484.42","5.00","2820.40"
88789,19480,35,1934,43703,2,45048,"1082.98","5.00","2057.66"
88790,18395,33,1720,43704,1,45049,"73.31","5.00","69.64"
88791,18395,13,1720,43704,1,45049,"1104.74","15.00","939.03"
88792,7255,13,1747,43705,1,45050,"1104.74","0.00","1104.74"
88793,12058,8,1722,43706,1,45051,"1163.68","0.00","1163.68"
88794,12058,20,1722,43706,2,45051,"922.14","0.00","1844.28"
88795,9221,23,1680,43707,1,45052,"1284.93","15.00","1092.19"
88796,9221,13,1680,43707,1,45052,"1104.74","0.00","1104.74"
88797,9221,24,1680,43707,1,45052,"519.26","5.00","493.30"
88798,3788,29,1660,43708,1,45053,"998.86","5.00","948.92"
88799,3788,1,1660,43708,2,45053,"859.64","0.00","1719.28"
88800,3788,24,1660,43708,1,45053,"519.26","0.00","519.26"
88801,4482,17,1496,43709,1,45054,"632.68","10.00","569.41"
88802,19774,34,1820,43710,1,45055,"364.11","5.00","345.90"
88803,19774,31,1820,43710,1,45055,"110.61","0.00","110.61"
88804,19774,8,1820,43710,3,45055,"1163.68","20.00","2792.83"
88805,4450,22,1598,43711,1,45056,"70.60","15.00","60.01"
88806,9476,16,1434,43712,1,45057,"246.85","0.00","246.85"
88807,17022,20,2055,43713,3,45058,"922.14","0.00","2766.42"
88808,17022,23,2055,43713,1,45058,"1284.93","0.00","1284.93"
88809,14647,21,1680,43714,2,45059,"62.01","10.00","111.62"
88810,11552,14,1894,43715,1,45060,"1113.24","0.00","1113.24"
88811,7357,32,2139,43716,1,45061,"225.07","0.00","225.07"
88812,7357,20,2139,43716,1,45061,"922.14","0.00","922.14"
88813,4639,33,1812,43717,1,45062,"73.31","0.00","73.31"
88814,9385,13,1870,43718,1,45063,"1104.74","0.00","1104.74"
88815,11027,29,2054,43719,1,45064,"998.86","5.00","948.92"
88816,3689,34,2126,43720,3,45065,"364.11","20.00","873.86"
88817,3689,11,2126,43720,1,45065,"1158.25","0.00","1158.25"
88818,16384,24,2051,43721,1,45066,"519.26","0.00","519.26"
88819,16384,35,2051,43721,1,45066,"1082.98","0.00","1082.98"
88820,16384,29,2051,43721,1,45066,"998.86","0.00","998.86"
88821,16384,19,2051,43721,1,45066,"1143.41","10.00","1029.07"
88822,10711,34,1465,43722,1,45067,"364.11","0.00","364.11"
88823,18722,8,1441,43723,1,45068,"1163.68","5.00","1105.50"
88824,3692,3,1653,43724,2,45069,"1172.87","5.00","2228.45"
88825,378,28,1462,43725,2,45070,"528.07","20.00","844.91"
88826,378,4,1462,43725,1,45070,"855.56","5.00","812.78"
88827,378,27,1462,43725,1,45070,"1315.30","0.00","1315.30"
88828,4927,22,2138,43726,1,45071,"70.60","0.00","70.60"
88829,9423,12,2108,43727,2,45072,"1303.57","0.00","2607.14"
88830,9423,34,2108,43727,1,45072,"364.11","5.00","345.90"
88831,9423,8,2108,43727,1,45072,"1163.68","5.00","1105.50"
88832,14353,16,1505,43728,1,45073,"246.85","0.00","246.85"
88833,14353,15,1505,43728,1,45073,"223.11","20.00","178.49"
88834,3934,16,1995,43729,1,45074,"246.85","10.00","222.17"
88835,3934,10,1995,43729,1,45074,"853.01","5.00","810.36"
88836,18339,34,1655,43730,2,45075,"364.11","0.00","728.22"
88837,18339,21,1655,43730,1,45075,"62.01","10.00","55.81"
88838,18339,4,1655,43730,1,45075,"855.56","5.00","812.78"
