House_ID,Neighborhood,Property_type,Rooms,Surface,Elevator,Floor_type,Floor_number,Outdoor_surface,Rent
102264,Monte sacro,Penthouse,2,80,1,Upper,3,421.45,900
102162,Monte sacro,Flat,2,90,1,Upper,2,417.93,1100
105245,Magliana,Flat,3,60,1,Upper,1,247.02,800
101997,Castelli Romani,Flat,3,75,1,Ground floor,0,43.96,650
103826,EUR,Flat,2,45,0,Ground floor,0,302.12,650
102332,Prati,Flat,2,40,0,Upper,3,390.06,800
103586,Monte sacro,Flat,2,55,1,Ground floor,0,321.78,700
102225,Piazza Navona,Flat,3,55,1,Upper,1,838.88,1500
103608,Trigoria,Flat,2,40,1,Ground floor,0,165.15,500
105585,Monti,Flat,3,90,1,Upper,1,274.56,1300
104389,Cassia,Flat,2,60,1,Ground floor,0,235.71,750
102364,Parioli,Flat,2,55,1,Upper,3,478.28,1100
102815,Castelli Romani,Flat,3,65,1,Ground floor,0,217.26,500
102519,Monte sacro,Flat,2,45,0,Ground floor,0,223.82,600
103748,Cassia,Flat,2,55,0,Upper,3,385.49,900
105232,Monte sacro,Flat,3,75,0,Upper,3,120.07,700
105011,Piazza Navona,Flat,4,100,0,Upper,2,987.67,2000
102932,Cinecittà,Penthouse,3,90,1,Upper,4,468.83,900
104689,Piazza Navona,Flat,3,95,1,Upper,2,760.68,1700
104545,Aventino,Flat,3,90,1,Upper,2,720.44,1700
103125,Ostia,Flat,3,70,1,Ground floor,0,413.16,800
104661,Prati,Flat,2,75,1,Upper,1,471.05,1050
104521,Ostia,Flat,2,60,1,Upper,2,473.25,650
103683,Cinecittà,Flat,3,70,1,Upper,5,271.95,800
104818,Piazza Navona,Flat,3,90,1,Upper,3,788.40,1650
104662,Monti,Flat,3,80,1,Ground floor,0,574.10,1400
105610,Piazza Navona,Flat,2,60,1,Upper,1,356.59,1300
102713,Monti,Flat,2,70,1,Upper,3,508.65,1300
102550,Montagnola,Penthouse,2,80,1,Upper,5,195.93,950
102000,Collatino,Flat,3,60,0,Upper,2,166.39,750
102707,Piazza Navona,Flat,2,50,0,Upper,2,532.84,1400
104322,Monti,Flat,2,55,1,Upper,1,422.00,1000
105817,Parioli,Flat,3,70,0,Upper,1,443.60,950
105287,Infernetto,Flat,2,60,1,Upper,1,268.70,500
105221,Termini,Flat,4,95,1,Upper,5,765.72,1500
105649,Parioli,Flat,3,95,1,Upper,3,406.33,1300
103084,Cinecittà,Flat,3,85,1,Upper,2,204.28,850
102542,Cassia,Flat,2,65,1,Upper,2,327.18,900
103328,Prati,Flat,3,80,0,Upper,4,662.76,1400
102743,Piazza Navona,Flat,2,70,0,Upper,3,634.69,1600
104265,Parioli,Flat,3,60,0,Upper,1,278.55,950
104583,Prati,Flat,5,105,1,Upper,1,622.57,1500
102589,Castelli Romani,Flat,2,60,1,Upper,2,101.60,450
105520,Aventino,Flat,2,45,1,Upper,1,437.41,900
104518,Ostia,Flat,2,70,0,Ground floor,0,220.01,650
103552,Cinecittà,Flat,2,60,1,Ground floor,0,206.31,650
103920,Ostia,Penthouse,3,80,1,Upper,5,133.45,850
104561,Cinecittà,Flat,3,60,0,Upper,4,192.37,800
102185,Castelli Romani,Flat,2,50,0,Ground floor,0,277.48,400
104713,Termini,Flat,2,45,1,Upper,8,248.11,750
103283,Parioli,Flat,2,65,1,Upper,1,329.63,1000
105154,Castelli Romani,Flat,3,70,1,Upper,3,249.36,450
102272,Prati,Flat,2,65,1,Upper,6,730.27,1150
103771,Ostia,Flat,3,90,0,Upper,4,418.94,1100
104508,Parioli,Flat,2,45,1,Upper,2,283.55,1100
105333,Castelli Romani,Flat,2,50,1,Upper,1,163.54,550
105639,Trastevere,Flat,2,50,1,Upper,1,357.94,950
103871,Castelli Romani,Flat,3,65,1,Ground floor,0,68.95,450
105526,Cassia,Flat,2,60,1,Ground floor,0,187.95,850
104940,Castelli Romani,House,3,70,1,Upper,1,193.88,450
102017,Cinecittà,Flat,2,50,1,Upper,1,279.04,500
102799,Infernetto,Flat,2,55,0,Mezzanine,"0.5",239.39,550
104298,Prati,Flat,2,60,1,Upper,1,456.60,1150
104668,Piazza Navona,Flat,3,75,0,Upper,1,570.11,1500
103794,Trastevere,Flat,3,165,1,Upper,3,740.45,2300
105129,Monti,Flat,2,45,0,Ground floor,0,132.12,800
103921,Monte sacro,Flat,2,65,0,Upper,1,194.94,800
104526,Parioli,Flat,4,150,0,Upper,1,817.44,1850
103782,Monti,Flat,2,55,1,Upper,3,286.11,1000
102632,Cinecittà,Flat,2,55,1,Upper,4,118.05,650
104221,Aventino,Flat,3,105,1,Upper,2,633.99,1700
103206,Collatino,Flat,3,75,1,Upper,7,10.00,850
104065,Cassia,Flat,4,85,1,Upper,1,358.41,850
105424,Trastevere,Flat,2,75,1,Upper,2,489.70,1300
105149,Prati,Flat,4,90,1,Upper,1,586.02,1600
105214,Piazza Navona,Flat,3,70,1,Upper,2,602.70,1550
104975,Testaccio,Flat,3,50,0,Upper,2,483.10,1000
102297,Infernetto,Flat,3,75,1,Ground floor,0,347.34,750
103865,Prati,Flat,2,35,1,Upper,1,109.80,800
102312,Monte sacro,Flat,3,80,1,Upper,3,322.21,900
102068,Infernetto,Flat,2,70,1,Ground floor,0,236.87,600
103072,Collatino,Flat,2,45,1,Upper,3,99.32,500
103807,Monti,Flat,2,55,1,Upper,3,414.90,1000
103239,Infernetto,Penthouse,2,80,1,Upper,5,248.57,750
105719,Castelli Romani,Flat,2,65,0,Mezzanine,"0.5",343.74,700
103301,Prati,Flat,3,75,1,Upper,1,564.81,1200
105916,Collatino,Flat,2,50,1,Upper,5,264.96,800
102044,Monte sacro,Flat,2,65,0,Ground floor,0,232.39,750
102948,Prati,Flat,3,85,0,Upper,8,585.46,1450
105181,Monte sacro,Flat,2,55,0,Upper,1,100.94,750
103156,Collatino,Flat,3,65,1,Upper,6,363.35,700
104859,Infernetto,Flat,2,45,1,Ground floor,0,144.24,450
102087,Piazza Navona,Flat,2,35,1,Ground floor,0,568.34,1150
104004,Cassia,Flat,2,40,1,Upper,2,195.51,700
103846,Termini,Flat,2,50,0,Ground floor,0,10.00,750
104760,Piazza Navona,Flat,4,145,1,Upper,4,1175.56,2500
103266,Parioli,Flat,3,95,1,Upper,1,490.43,1400
103783,Monte sacro,Flat,2,65,1,Upper,6,358.88,850
103821,Monte sacro,Flat,4,80,1,Upper,5,94.31,1000
102645,Cinecittà,Flat,2,65,0,Upper,3,172.57,650
102833,Monte sacro,Flat,3,75,1,Upper,2,516.48,850
105701,Castelli Romani,Flat,3,70,0,Upper,2,276.85,400
102950,Castelli Romani,Flat,3,60,1,Upper,1,111.41,500
105934,Monte sacro,Flat,2,45,1,Ground floor,0,448.37,700
104000,Piazza Navona,Flat,2,60,0,Upper,1,557.98,1400
104565,Monte sacro,Flat,3,70,1,Mezzanine,"0.5",63.28,650
103763,Monti,Flat,4,135,0,Upper,1,1191.15,2000
105183,Parioli,Flat,3,80,1,Upper,1,709.25,1400
105023,Monti,Flat,3,75,1,Upper,2,510.32,1200
103039,Infernetto,Flat,2,55,1,Ground floor,0,356.18,450
103131,Prati,Flat,3,90,0,Mezzanine,"0.5",628.17,1350
105120,Monte sacro,Flat,3,70,1,Upper,6,564.14,1000
104730,Castelli Romani,Flat,2,60,1,Mezzanine,"0.5",94.00,700
105025,Piazza Navona,Flat,2,40,0,Upper,1,596.07,1100
104883,Montagnola,Flat,2,65,0,Upper,1,181.40,750
103270,Monte sacro,Flat,2,50,1,Upper,3,48.25,600
103428,Collatino,Flat,2,80,0,Upper,2,312.78,850
105130,Castelli Romani,Flat,2,50,1,Upper,1,500.39,550
103949,Prati,Flat,2,65,1,Upper,2,381.49,950
102266,Marconi,Flat,3,75,0,Upper,8,271.87,900
105298,Prati,Flat,2,55,1,Upper,1,397.25,1200
103653,Cinecittà,Flat,2,75,1,Upper,2,487.42,700
103251,Piazza Navona,Flat,2,70,0,Upper,3,589.69,1550
105256,Parioli,Flat,2,75,1,Upper,3,391.72,1350
105272,Testaccio,Flat,3,90,0,Upper,6,386.39,1200
103620,Portuense,Penthouse,2,55,0,Upper,5,143.32,650
102511,Cinecittà,Flat,3,70,1,Upper,1,258.19,800
104410,Parioli,Flat,2,100,1,Upper,1,275.10,1500
105190,Piazza Navona,Flat,2,55,1,Upper,3,353.38,1250
103543,Parioli,Flat,2,65,1,Ground floor,0,279.61,1100
103538,EUR,Flat,2,65,1,Upper,2,342.59,850
102279,Collatino,Flat,2,70,1,Upper,5,325.80,750
105802,Monti,Flat,3,75,1,Upper,5,527.71,1250
105788,Piazza Navona,Flat,3,50,1,Upper,4,579.54,1200
105688,Prati,Flat,4,95,1,Mezzanine,"0.5",399.98,1400
103973,Cinecittà,Flat,3,75,1,Mezzanine,"0.5",357.96,700
102443,Termini,Flat,4,90,0,Upper,3,595.54,1350
104209,Piazza Navona,Flat,2,50,0,Upper,2,633.14,1500
104845,Parioli,Penthouse,3,125,1,Upper,5,600.10,1750
103040,Parioli,Flat,2,60,0,Upper,3,290.04,1000
102131,Piazza Navona,Flat,2,85,1,Upper,1,689.98,1700
103154,Monte sacro,Flat,3,85,1,Upper,3,275.21,1000
104409,Cassia,Flat,2,70,0,Upper,2,393.90,1050
105556,Infernetto,Flat,2,40,1,Ground floor,0,464.48,550
104711,Trigoria,Flat,2,50,0,Ground floor,0,91.90,650
104467,Parioli,Flat,3,85,1,Ground floor,0,199.98,1250
103188,Parioli,Flat,2,55,1,Upper,4,182.57,950
104961,Castelli Romani,Flat,2,90,1,Upper,2,67.86,750
104614,Prati,Flat,2,50,1,Ground floor,0,223.99,800
104139,Piazza Navona,Flat,4,130,1,Upper,1,907.91,2200
104626,Monte sacro,Flat,3,90,1,Upper,3,678.96,1150
103513,Castelli Romani,Flat,2,60,1,Upper,1,189.80,450
102460,Monte sacro,Flat,2,70,1,Upper,1,483.81,750
105136,Parioli,Flat,4,105,1,Upper,5,691.65,1450
102005,Collatino,Flat,2,70,0,Upper,2,42.24,750
102379,Collatino,Flat,3,70,0,Upper,2,245.80,800
105836,Monte sacro,Flat,3,75,1,Upper,3,66.16,650
105475,Prati,Flat,4,105,1,Upper,6,604.08,1550
105553,Prati,Flat,4,120,1,Upper,1,896.49,1600
104006,Cassia,Flat,2,35,1,Upper,1,209.79,700
104538,Castelli Romani,Flat,3,55,0,Ground floor,0,303.61,450
104610,Castelli Romani,Flat,2,35,1,Ground floor,0,14.64,350
103462,Piazza Navona,Flat,2,70,0,Upper,2,580.15,1500
104208,Magliana,Flat,3,80,0,Ground floor,0,511.42,700
105933,Monte sacro,Flat,2,45,0,Ground floor,0,104.37,700
102636,Trastevere,Flat,3,65,0,Upper,1,528.63,1250
104284,Marconi,Flat,2,80,1,Upper,3,127.27,800
102387,Monti,Flat,2,55,1,Upper,1,398.86,1100
104454,Ostia,Flat,2,70,1,Upper,3,109.09,700
105079,Trastevere,Flat,5,150,1,Upper,3,1200.00,2300
103526,Castelli Romani,Flat,3,65,1,Upper,1,10.00,550
102498,Trigoria,Flat,4,110,1,Upper,1,358.42,1200
104384,Parioli,Flat,2,55,1,Ground floor,0,346.95,850
105055,Cinecittà,Flat,3,80,1,Upper,1,256.20,700
104170,Trastevere,Flat,2,75,1,Upper,2,317.41,1300
104008,Monte sacro,Flat,2,60,0,Ground floor,0,213.17,800
103348,Castelli Romani,Flat,3,70,1,Ground floor,0,207.97,550
104671,Parioli,Flat,5,90,1,Upper,2,455.34,1300
103550,Prati,Flat,3,90,0,Upper,5,497.55,1400
103890,Montagnola,Flat,3,65,0,Upper,1,285.20,750
102463,Monte sacro,Flat,2,40,1,Ground floor,0,33.08,500
104292,Marconi,Flat,2,70,1,Upper,7,392.50,950
104912,Castelli Romani,Flat,3,60,1,Upper,1,24.16,350
103884,Prati,Flat,3,95,0,Upper,1,419.28,1500
103632,Ostia,Flat,2,65,1,Upper,1,316.85,750
105370,Parioli,Flat,4,120,1,Mezzanine,"0.5",600.83,1500
104831,Collatino,Flat,2,30,1,Ground floor,0,10.00,500
103386,Monti,Flat,3,75,1,Upper,2,381.94,1150
104263,Parioli,Flat,4,105,1,Upper,2,747.80,1500
105554,Parioli,Flat,4,140,0,Upper,3,597.17,1700
103284,Ostia,Flat,3,80,1,Upper,3,346.29,800
102911,Magliana,Flat,2,60,1,Upper,2,111.17,600
103768,EUR,Flat,2,65,1,Upper,5,279.61,800
104823,Monti,Flat,3,85,1,Upper,1,536.60,1250
104585,Castelli Romani,Flat,2,65,1,Upper,1,484.17,650
105353,Trastevere,Flat,2,60,1,Upper,1,559.91,1050
105145,Cinecittà,Flat,3,75,1,Upper,8,408.06,750
105910,Parioli,Flat,3,80,1,Upper,3,513.61,1500
104891,Parioli,Flat,2,60,1,Upper,4,631.46,1400
105703,Castelli Romani,Flat,3,90,1,Ground floor,0,504.54,950
104121,Castelli Romani,Flat,3,75,1,Ground floor,0,262.18,750
104441,Cassia,Flat,2,60,1,Upper,1,247.25,750
105607,Cassia,Flat,3,50,1,Ground floor,0,329.37,600
105059,Monti,Penthouse,2,85,1,Upper,1,449.24,1500
102033,Collatino,Flat,3,90,1,Upper,5,456.60,1000
104158,Castelli Romani,Flat,2,65,1,Upper,3,459.84,450
104598,Aventino,Flat,3,70,1,Upper,1,446.56,1250
102548,Cassia,Flat,2,75,1,Upper,1,407.98,1050
103700,Marconi,Flat,2,55,1,Upper,1,10.00,700
105198,Monte sacro,Flat,2,35,0,Ground floor,0,335.95,450
105196,Collatino,Flat,3,90,1,Upper,2,502.87,900
104129,Prati,Flat,3,80,1,Upper,1,258.65,1200
102995,Collatino,Flat,3,65,1,Upper,5,340.47,750
103787,Monti,Flat,4,120,1,Ground floor,0,649.48,1900
105854,Prati,Flat,3,90,1,Mezzanine,"0.5",603.17,1300
105845,Piazza Navona,Flat,2,55,1,Upper,3,242.18,1250
104422,Castelli Romani,Flat,3,65,0,Upper,1,230.47,500
105683,Collatino,Flat,3,60,1,Upper,2,512.81,900
102978,EUR,Flat,2,45,0,Ground floor,0,212.68,700
102622,Piazza Navona,Flat,2,75,1,Upper,1,702.81,1600
102979,Ostia,Flat,3,70,1,Ground floor,0,424.81,800
103781,EUR,Flat,3,80,1,Upper,3,296.52,950
103451,Castelli Romani,Flat,2,45,0,Upper,1,10.00,450
102103,Monte sacro,Flat,3,85,1,Upper,7,306.68,1000
104709,Cinecittà,Flat,3,85,1,Upper,4,314.89,850
102124,Castelli Romani,Flat,2,50,0,Upper,3,366.90,400
105203,Cinecittà,Flat,2,35,1,Upper,2,157.77,500
102536,Ostia,Flat,2,65,0,Upper,1,10.00,750
105273,Cassia,Flat,2,50,1,Upper,1,114.55,600
103030,Collatino,Flat,4,115,1,Upper,1,353.62,1150
102516,Parioli,Flat,3,90,0,Upper,3,564.70,1400
103468,Testaccio,Flat,2,55,1,Upper,2,381.09,950
103319,Montagnola,Flat,2,60,1,Upper,2,332.40,750
103170,Monte sacro,Flat,3,65,1,Upper,3,141.28,750
103394,Piazza Navona,Flat,3,100,1,Upper,3,943.82,2000
104998,Collatino,Flat,4,120,0,Upper,1,368.09,1400
105849,Cassia,Flat,2,55,1,Upper,2,491.78,1000
102840,Parioli,Flat,3,90,1,Upper,1,497.55,1400
102733,Aventino,Flat,2,55,1,Upper,1,403.59,1150
105393,Castelli Romani,Flat,2,55,1,Ground floor,0,235.40,500
103663,Cinecittà,Flat,2,65,1,Upper,5,298.12,800
105414,Castelli Romani,Flat,2,50,1,Ground floor,0,10.00,500
102597,Infernetto,Flat,3,95,1,Upper,1,118.79,800
104618,Testaccio,Flat,2,60,1,Upper,4,235.12,950
105689,Castelli Romani,Penthouse,3,70,0,Upper,2,10.00,550
102517,Collatino,Flat,2,75,1,Upper,5,571.33,750
104576,Parioli,Penthouse,3,50,0,Upper,6,439.92,1100
102319,Prati,Flat,2,60,1,Upper,4,84.81,1100
103623,Parioli,Flat,3,85,0,Upper,1,631.01,1400
103252,Cinecittà,Flat,2,60,0,Upper,3,272.04,750
102692,Parioli,Penthouse,3,70,1,Upper,4,411.80,1100
105823,Prati,Flat,3,65,1,Upper,2,513.10,950
104977,Trastevere,Flat,2,60,1,Upper,1,335.92,1200
103792,Ostia,Flat,3,60,1,Upper,3,123.77,800
105813,Parioli,Flat,4,130,1,Upper,1,848.11,1850
104920,Ostia,Flat,2,40,1,Upper,3,209.63,550
102528,Parioli,Flat,2,80,1,Ground floor,0,402.18,1250
105608,Termini,Flat,2,80,1,Upper,3,171.03,1100
105737,Portuense,Flat,3,55,1,Upper,4,268.16,900
102478,Cinecittà,Flat,2,35,1,Upper,7,299.22,600
105408,Infernetto,Flat,2,60,1,Upper,1,339.55,750
104559,Cinecittà,Flat,4,80,0,Upper,1,316.29,750
104375,Marconi,Flat,3,60,1,Upper,1,125.03,800
102559,Cassia,Flat,2,70,1,Upper,2,430.78,1000
103240,Infernetto,Flat,2,60,0,Upper,2,249.28,650
102560,Cassia,Flat,2,45,0,Upper,2,415.97,700
102865,Montagnola,Flat,2,50,0,Upper,1,285.57,700
103788,Cinecittà,Flat,2,50,1,Upper,4,335.69,650
103220,Parioli,Flat,2,50,1,Upper,1,333.49,900
104386,Prati,Flat,4,80,1,Upper,8,232.17,1300
102241,Infernetto,Flat,3,75,1,Ground floor,0,248.58,650
104727,Parioli,Flat,4,100,1,Upper,2,583.90,1550
102608,Cinecittà,Flat,2,65,1,Upper,2,278.11,700
105725,Monti,Flat,3,50,1,Upper,2,291.97,900
103035,Piazza Navona,Flat,2,70,1,Upper,4,620.77,1550
104850,Infernetto,Flat,2,65,1,Ground floor,0,296.38,500
103930,Prati,Flat,3,80,1,Upper,1,475.45,1300
102149,Prati,Flat,4,105,1,Mezzanine,"0.5",892.57,1600
105310,Monte sacro,Flat,2,65,1,Ground floor,0,177.97,850
102590,Piazza Navona,Flat,4,135,1,Upper,2,884.26,2200
102102,Parioli,Flat,4,120,1,Upper,1,730.84,1600
102991,Infernetto,Flat,2,50,0,Ground floor,0,260.59,500
105663,Castelli Romani,Flat,3,90,1,Upper,2,188.96,600
105167,Collatino,Flat,2,55,0,Ground floor,0,330.94,750
104886,Testaccio,Flat,3,80,1,Upper,2,310.07,1150
105151,Cinecittà,Flat,2,50,1,Ground floor,0,235.32,700
103923,Marconi,Flat,3,100,1,Upper,2,207.35,1150
103060,Aventino,Penthouse,3,75,1,Upper,4,641.48,1400
103696,Parioli,Flat,2,40,0,Ground floor,0,84.96,750
103873,Collatino,Flat,2,60,1,Upper,1,244.69,600
105652,Piazza Navona,Flat,3,60,0,Upper,3,318.58,1300
104185,Cinecittà,Flat,2,50,0,Upper,4,158.36,650
105525,Castelli Romani,Flat,3,90,1,Ground floor,0,299.80,600
105029,Monti,Flat,2,60,0,Upper,1,256.50,1000
104612,Piazza Navona,Flat,3,75,0,Upper,1,631.89,1600
103388,Collatino,Flat,3,85,1,Upper,2,231.48,850
102413,Montagnola,Flat,3,85,1,Upper,5,503.33,1100
105389,Monte sacro,Flat,4,70,1,Ground floor,0,230.25,650
105705,Termini,Flat,3,100,0,Upper,1,849.05,1600
102268,Parioli,Flat,2,110,1,Upper,3,824.80,1750
104101,Monti,Flat,3,80,1,Upper,3,418.07,1300
105951,Collatino,Flat,2,55,1,Upper,5,268.67,800
102798,Parioli,Flat,2,50,0,Ground floor,0,225.49,850
102914,Magliana,Flat,2,60,0,Upper,2,118.12,600
105693,Monte sacro,Flat,4,135,0,Upper,5,635.34,1400
104512,Monti,Flat,2,60,1,Upper,3,714.64,1300
105529,Cinecittà,Flat,3,95,1,Upper,5,312.35,900
103091,Castelli Romani,Flat,2,65,1,Ground floor,0,128.44,500
104638,Collatino,Flat,2,55,1,Upper,3,122.49,700
102203,Piazza Navona,Flat,2,55,1,Upper,4,516.63,1500
102875,Piazza Navona,Penthouse,6,190,1,Upper,6,1200.00,3000
105418,Castelli Romani,Flat,2,60,1,Upper,1,203.37,500
103545,Piazza Navona,Flat,4,85,0,Upper,2,805.27,1900
103001,Monte sacro,Flat,2,60,1,Upper,4,195.81,750
101983,Collatino,Flat,3,75,1,Upper,3,329.14,850
104103,Marconi,Flat,3,75,1,Upper,3,325.81,800
105441,Parioli,Flat,2,70,0,Upper,1,456.39,1000
103375,Cassia,Flat,2,50,1,Ground floor,0,229.31,700
102260,Cassia,Flat,2,55,1,Ground floor,0,408.82,800
105855,Monte sacro,Flat,3,40,1,Mezzanine,"0.5",155.07,700
105039,Montagnola,Flat,2,75,1,Upper,1,143.76,800
104691,Testaccio,Flat,2,55,1,Upper,2,431.70,1200
102074,Castelli Romani,Flat,3,80,1,Ground floor,0,135.21,750
105570,Infernetto,Flat,3,55,0,Ground floor,0,74.14,650
102147,Cinecittà,Flat,3,80,1,Upper,1,378.27,950
103999,Trigoria,Flat,3,50,1,Upper,1,497.88,650
102301,Monti,Flat,2,70,1,Upper,3,602.40,1300
103063,Cinecittà,Flat,4,105,0,Upper,3,301.68,1050
102164,Marconi,Flat,2,75,1,Upper,1,258.51,850
103268,Collatino,Flat,2,50,0,Mezzanine,"0.5",399.74,600
102565,Marconi,Flat,3,75,1,Upper,5,557.11,950
105263,Parioli,Flat,3,70,1,Upper,3,413.11,1000
105785,Piazza Navona,Flat,3,60,0,Upper,2,339.46,1100
103396,Parioli,Flat,3,90,1,Upper,2,756.53,1350
103751,Termini,Flat,3,75,1,Upper,1,251.83,1000
103474,Cinecittà,Flat,2,55,1,Upper,1,390.62,550
102407,Castelli Romani,Flat,2,85,1,Upper,2,129.70,600
105869,Trastevere,Flat,3,75,1,Upper,4,589.87,1500
102448,Ostia,Flat,2,50,1,Upper,4,223.42,650
105118,Piazza Navona,Flat,2,50,1,Upper,2,373.22,1200
103844,Cassia,Flat,2,65,1,Ground floor,0,469.31,850
105407,Termini,Flat,3,120,0,Upper,4,677.13,1600
104465,Collatino,Flat,3,70,0,Upper,2,375.89,650
104695,Marconi,Flat,2,55,1,Upper,3,307.99,800
105612,Monti,Flat,3,95,1,Upper,4,841.62,1750
102165,Cinecittà,Flat,3,85,1,Upper,1,227.34,900
102923,Piazza Navona,Flat,2,50,1,Upper,1,524.74,1400
104631,Parioli,Flat,2,55,1,Ground floor,0,411.77,850
105552,Cassia,Flat,3,65,0,Ground floor,0,175.15,750
105242,Termini,Flat,3,115,0,Upper,2,528.69,1400
105909,Aventino,Flat,4,110,0,Upper,2,916.19,1600
102356,Parioli,Flat,3,100,1,Upper,4,501.62,1500
105700,Castelli Romani,Flat,2,55,1,Mezzanine,"0.5",246.15,650
103933,Castelli Romani,Flat,3,65,0,Upper,1,254.38,700
103657,Trastevere,Flat,3,75,0,Upper,4,637.14,1350
104126,Ostia,Flat,2,75,1,Ground floor,0,662.71,800
105326,Castelli Romani,Flat,3,70,1,Upper,1,132.32,500
103915,Monti,Flat,3,80,1,Mezzanine,"0.5",405.16,1350
103593,Piazza Navona,Flat,3,105,1,Upper,1,756.67,1800
105432,Prati,Flat,5,160,1,Upper,5,947.43,2000
105218,Parioli,Flat,2,80,0,Upper,4,560.14,1400
105857,EUR,Flat,2,70,0,Upper,4,376.13,1100
103691,Aventino,Penthouse,2,40,0,Upper,5,141.73,1000
105345,Monti,Flat,2,55,0,Upper,2,243.92,950
103321,Montagnola,Flat,2,65,1,Ground floor,0,275.59,650
103253,Parioli,Flat,2,45,1,Upper,4,325.33,850
105246,Monte sacro,Flat,2,35,0,Ground floor,0,152.63,550
104876,Monte sacro,Flat,2,40,1,Upper,3,18.18,650
103776,Termini,Flat,3,25,1,Upper,3,308.14,600
104404,Parioli,Flat,2,40,0,Ground floor,0,282.56,750
102473,Cassia,Flat,2,55,0,Ground floor,0,10.00,800
105150,Parioli,Flat,3,70,0,Upper,1,674.10,1250
102975,Montagnola,Flat,2,45,0,Ground floor,0,202.25,650
103872,Trastevere,Flat,3,65,0,Upper,2,551.35,1200
103167,Montagnola,Flat,2,60,1,Upper,6,340.91,750
105535,Collatino,Flat,3,90,0,Upper,5,558.96,850
103272,Monti,Flat,2,60,1,Upper,4,76.68,550
103399,Castelli Romani,Penthouse,3,55,1,Upper,4,223.16,450
102119,Piazza Navona,Flat,3,85,0,Upper,2,856.42,1700
102213,Piazza Navona,Flat,2,85,0,Upper,2,496.96,1750
103437,Piazza Navona,Flat,3,60,0,Upper,1,513.34,1500
103797,Cinecittà,Flat,2,45,1,Ground floor,0,38.56,500
105075,Collatino,Flat,3,70,1,Ground floor,0,228.99,650
105976,Trastevere,Flat,3,75,1,Upper,2,734.88,1600
102784,Castelli Romani,Flat,3,65,0,Ground floor,0,129.20,550
104087,Piazza Navona,Flat,2,80,1,Upper,2,772.67,1800
103393,Castelli Romani,Flat,2,50,0,Upper,2,10.00,450
104274,Monti,Flat,2,35,1,Ground floor,0,376.71,800
102988,Trastevere,Penthouse,3,90,1,Upper,5,736.72,1500
102342,Parioli,Flat,2,65,1,Ground floor,0,368.16,1100
102762,Monti,Flat,2,60,1,Upper,2,334.44,1100
103137,Trastevere,Flat,2,55,1,Upper,1,479.30,1100
105881,Prati,Flat,3,95,0,Upper,3,661.57,1300
105457,Infernetto,Villa,5,120,1,Upper,1,366.11,1100
104815,Cinecittà,Flat,2,60,1,Upper,1,203.90,750
102773,Cinecittà,Flat,3,55,1,Upper,3,225.69,600
102370,Termini,Flat,3,60,1,Upper,3,421.84,1000
105228,Marconi,Flat,5,80,1,Upper,2,450.30,1100
102617,Piazza Navona,Flat,3,135,0,Upper,1,1131.37,2250
102872,Montagnola,Flat,3,85,0,Upper,1,502.73,950
102350,Prati,Flat,2,70,0,Upper,2,358.93,1200
103762,Castelli Romani,Flat,3,65,1,Upper,2,390.49,450
102113,Castelli Romani,Flat,3,80,1,Upper,3,161.49,750
103055,Aventino,Flat,3,100,1,Upper,3,633.26,1600
104149,Cassia,Flat,2,60,1,Upper,1,511.87,1000
102747,Marconi,Flat,2,65,1,Upper,3,307.99,800
103675,Monti,Flat,2,45,1,Upper,2,12.10,850
104433,Monte sacro,Flat,2,60,1,Upper,1,155.35,800
102152,Castelli Romani,Flat,2,60,0,Upper,3,10.00,600
102804,Cassia,Flat,2,70,0,Upper,3,398.34,1200
103036,EUR,Flat,2,40,1,Ground floor,0,255.59,650
104594,Monte sacro,Flat,3,95,1,Upper,1,305.91,950
104021,Collatino,Flat,3,75,0,Upper,3,340.32,900
103714,Monte sacro,Flat,2,85,0,Upper,5,333.12,900
102776,Monte sacro,Flat,3,65,0,Upper,2,361.08,800
102969,Parioli,Flat,2,65,1,Upper,3,309.40,1050
103883,Collatino,Flat,3,90,1,Upper,1,347.54,850
103877,Cassia,Flat,3,75,1,Ground floor,0,212.82,1000
102750,Montagnola,Flat,2,50,1,Upper,1,340.54,650
104223,Testaccio,Flat,2,70,1,Mezzanine,"0.5",398.43,1000
105309,Cinecittà,Flat,4,100,1,Upper,5,393.47,950
103126,Monte sacro,Flat,2,70,0,Upper,5,583.28,800
103420,Aventino,Flat,2,45,1,Upper,2,297.90,1000
103415,Cassia,Flat,2,60,0,Upper,1,364.40,800
102485,Monte sacro,Penthouse,2,85,1,Upper,8,576.85,950
103245,Testaccio,Flat,2,65,1,Upper,1,359.01,1050
102172,Collatino,Flat,3,70,1,Upper,1,509.85,750
101985,Castelli Romani,Flat,3,55,1,Upper,1,154.39,450
105494,Termini,Flat,3,105,1,Upper,3,611.63,1600
102452,Cinecittà,Flat,2,60,1,Upper,3,297.99,700
102869,Parioli,Flat,2,40,1,Ground floor,0,182.94,750
105237,Infernetto,Flat,3,85,1,Ground floor,0,370.01,700
105216,Castelli Romani,Flat,4,95,1,Upper,1,279.15,850
105838,Prati,Flat,2,70,1,Upper,6,574.71,1000
104697,Collatino,Flat,2,60,0,Upper,3,226.10,800
103784,Trastevere,Flat,3,65,1,Upper,1,610.82,1200
